letterInfo_ID,post_ID,letter_date,letter_dbdate,manuscript_location,letter_fromAddress,letter_footnote
1905,1957,June 2nd 1864,1864-06-02,"Copy outletter book British Library Add MSS. 55383 (1): P. 62	",,
1906,1958,June 3d 1864,1864-06-03,MS British LibraryAdd MSS 54920: 28-29,"Elderfield, Otterbourne, Winchester.",
1996,2048,June 23d [1864?],1864-06-23,"MS Columbia University Library, New York: Samuels, J.H. Collection ","Elderfield, Otterbourne, Winchester. ",[[footnote:1]]This letter evidently predates the republication of <i>Last Heartsease Leaves</i> as \'Lost Heartsease Leaves\' in <i>Events of the Month</i> (January 1865).
1907,1959,June 28th [1864],1864-06-28,MS New York Public Library: Berg Collection,Otterbourn ,"[[footnote:1]]It seems to have been a common practice when sending a very private letter to a correspondent who was a member of a close-knit family to include a second note which could be read aloud and so avoid questioning. It is hard to see, however, what was so private about this one.

[[footnote:2]]British travellers who ventured to France after the Peace of Amiens (1802) were interned in Verdun when war broke out again in the following year.

[[footnote:3]]Possibly Henry Tracy Coxwell (1819-1900), a dentist, who in 1848 became a professional balloonist. He belonged to a Gloucestershire family with whom Mrs Keble had connections. It may be, however, that another member of the same family is referred to here.

[[footnote:4]]Raphael Semmes (1809-1877) was captain of the <i>Alabama</i>, a confederate warship built anonymously in the British shipyards at Birkenhead. When the Unionist government discovered this they demanded that it be detained in the yard, but in 1862, on the pretext of a trial run, Semmes and his crew escaped with it to the Azores where it was armed and proceeded to do immense damage to Unionist shipping, to the commercial benefit of the British. In 1864 the <i>Alabama</i> was sunk off Cherbourg but Semmes was picked up by an English yacht and brought to England. CMY referred to the <i>Alabama</i> affair disapprovingly in the <i>Barnacle</i>.

<br/>"
1910,1962,[11 July 1864],1864-07-11,"MS Westcountry Studies Library, Exeter/ Yonge 1864/ 6 [[footnote:1]]",,"[[footnote:1]]Empty envelope, addressed to Miss Smith/ Clare Hall/ Cambridge and postmarked Winchester 11 July 1864 and Cambridge 13 July 1864.

<br/>"
1912,1964,July 12th [1864],1864-07-12,MS British Library Add MSS 54920: 30-31,45 Westbourne Terrace,"[[footnote:1]]Nikolai Mikhailovich Karamzin (1766-1826). The work referred to is probably his <i>History of the Russian Empire</i>, which existed in both French and German translations. CMY possibly needed it for background to \'The Petitioners for Pardon\' in <i>A Book of Golden Deeds</i>, the story of a young girl, Prascovia, who faced many dangers as she travelled from Siberia to St Petersburg to beg for a pardon for her father.

[[footnote:2]]The ladies at Streatham were Macmillan\'s [[person:940]wife] and his [[person:941]sister-in-law], mother of his nephew Maurice.

[[footnote:3]]The women were [[person:1919]Mary (Fowler) Calvert] (1814-1882), wife of the Methodist  missionary James Calvert (1813-1892) and the [[person:1920]wife] of the medical missionary Richard Burdsall Lyth (1810-1887); the incident is described in James Calvert, <i>Fiji and the Fijians</i> (London : Alexander Heylin, 1858, rpt. Suva: Fiji Museum 2003)  Chapter 8, 290-1.
"
1913,1965,July 25th [1864],1864-07-25,MS Huntington Library: Letters to Frederick James Furnivall. FU 971,Corby,"[[footnote:1]]CMY and her mother were making a round of visits.  At this point, in the station at Corby in Northamptonshire, they may have been on their way between FMY\'s old friend [[person:57]Julia Argles] at Stamford, Lincs., and with her old friend [[person:1442]Caroline Vernon Harcourt] at Royston, Herts..

[[footnote:2]]St. Dunstan\'s, in Regents Park, was the London home of CMY\'s cousin [[person:558]Henry Hucks Gibbs]."
1915,1967,July 30 1864,1864-07-30,Copy outletter book British Library Add MSS. 55383 (1): P. 196    ,,"[[footnote:1]]This letter and certain requests from CMY to Macmillan (see letters dated 12 September 1864 and 14 July 1865) suggest that Julian Yonge was hoping for  literary work.

[[footnote:2]]Masson was editor of <i>Macmillan’s Magazine</i>.

<br/>"
1916,1968,Aug 2nd [1864] ,1864-08-02,MS Charlotte Mitchell/9,London,"[[footnote:1]]Eusèbe Salverte, <i>History of the Names of Men, Nations, and Places in their Connection with the Progress of Civilisation</i> tr. L. H. Mordacque, 2 vols (1862, 1864)  was noticed in <i>MP</i> (November 1864), 553."
1917,1969,Aug 3 1864,1864-08-03,Copy outletter book British Library Add MSS. 55383 (1): P. 246,,"[[footnote:1]]The story of “Lotty” that CMY had seen in the <i>Times</i> and wanted to include in the <i>[[cmybook:51]Book of Golden Deeds]</i>.

[[footnote:2]]Macmillan, his wife and children, his sister-in-law, her children and servants. 
"
1918,1970,Aug 17th [1864],1864-08-17,"MS Princeton University, Parrish Collection C0171: Box 29",Testwood[[footnote:1]],"[[footnote:1]]CMY and her mother were staying with Anne Sturges Bourne while plasterers were at work at Elderfield.

[[footnote:2]]Richard Wilbraham, brother of Fanny, was governor of the Royal Victoria Hospital, Netley, a military hospital with attached army nursing school, founded to deal with Crimean invalids.

[[footnote:3]]When she stayed with the Mackenzie sisters in July and August 1862. Among the Wilbraham papers is a letter, MS Cheshire Record Office DBW/P/K/5/5, from Keble to Fanny Wilbraham (21 August 1862) stating that CMY was then in Edinburgh.  
"
1919,1971,August 22nd [1864],1864-08-22,MS British Library Add MSS 54920: 32-33,[[person:1379]Miss Sturges Bourn] Testwood Southampton,"[[footnote:1]]The story of Publius Decius Mus and his toga proetexta [sic] is given in <i>A Book of Golden Deeds</i>.

[[footnote:2]]The story of \'Lotty\' was one she had seen in a newspaper and wished to include in <i>A Book of Golden Deeds</i>, but she does not appear to have been able to recover it.  The Monthyon Prizes were awards for philanthropy given to poor French people, and are described there. 

[[footnote:3]]His [[person:940]wife] and [[person:941]sister-in-law]."
1920,1972,Sept 3d 1864,1864-09-03,British Library Add MSS 54920: 34 ,Testwood ,"[[footnote:1]]The Ven. Hopkins Badnall (1821- 1892) was Archdeacon of George in South Africa, and later Bishop of Cape Town, which accounts for his correspondence being forwarded. CMY was probably presenting the books to a school.

[[footnote:2]]On the reverse is a list of book titles in CMY’s writing: ‘History of Christian Names/ The Heir of Redclyffe/ Dynevor Terrace/ Daisy Chain/ Heartsease/ Hopes and Fears/ Young Stepmother/ Lances of Lynwood/ Little Duke / Marie Theresè of Lamourous’. These have been ticked in pencil and \'sent by I.D.C. Sept 5’ is noted.

<br/>"
1921,1973,Sept 12th 1864,1864-09-12,MS British Library Add MSS 54920: 36-7[[footnote:1]],Elderfield,"[[footnote:1]]Black-edged paper.

[[footnote:2]]Each of the deeds is dated and \'ancient history\' probably means the first fourteen chapters, the last of which was dated 404 A.D.

[[footnote:3]]The review was by [[person:1270]William Howard Russell].  JBY was presumably offering to translate from the French rather than the Russian edition.


"
1922,1974,Sept 12th 1864,1864-09-12,MS University of Sheffield Library ,Elderfield,[[footnote:1]]CMY judges them unsuitable for <i>[[other:52]MP</i>.]
1923,1975,Sept. 13 1864,1864-09-13,"Copy outletter book British Library Add MSS. 55383 (1): P. 327		",,
1925,1977,Sept 14th [1864],1864-09-14,MS British Library: Add MSS 54920: 38-39 [[footnote:1]],"Elderfield, Otterbourne, Winchester.","[[footnote:1]]Black-edged paper.

[[footnote:2]]In ‘The Last Fight in the Colisæum’ CMY quotes Byron, <i>[[otherbook:370]Childe Harold]</i> iv, 140-1: ‘I see before me the Gladiator lie . . ‘ The slightly disparaging tone is typical of her attitude to Byron.
"
1924,1976,Sept 14th 1864,1864-09-14,MS British Library Add MSS 54920: 40-41 [[footnote:1]],"Elderfield, Otterbourne, Winchester.","[[footnote:1]]Black-edged paper.

[[footnote:2]]This project seems to have come to nothing at this time. In 1881, however, Marcus Ward published her <i>[[cmybook:143]Aunt Charlotte\'s evenings at home with the poets : a collection of poems for the young, with conversations, arranged in twenty-five evenings]</i>.

<br/>"
1926,1978,Sept 17th [1864],1864-09-17,MS British Library Add MSS 54920: 42[[footnote:1]],Elderfield,"[[footnote:1]]Black-edged paper.

[[footnote:2]]It had been decided to use an [[other:167]illustration] of Florence Nightingale\'s lamp in <i>[[cmybook:51]A Book of Golden Deeds]</i>."
1927,1979,Sept. 27 1864,1864-09-27,Copy outletter book British Library Add MSS. 55383 (1): P. 385,,"[[footnote:1]]Probably portraits of  Florence Nightingale that Macmillan was proposing for the title page vignette in <i>[[cmybook:51]A Book of Golden Deeds]</i>. The Bonham-Carters were [[person:1086]Florence Nightingale]’s cousins

<br/>"
1928,1980,Sept 28th [1864],1864-09-28,MS British Library Add MSS 54920: 43-44 ,"Elderfield Otterbourne, Winchester.","[[footnote:1]]Evidently portraits of [[person:1086]Florence Nightingale] to be used for <i>[[cmybook:51]A Book of Golden Deeds]</i>.
"
1929,1981,Oct 3d 1864,1864-10-03,MS British Library Add MSS 54920: 45-46 ,"Otterbourne,Winchester.",
1930,1982,Oct 4 1864,1864-10-04,Copy outletter book British Library Add MSS. 55383 (1): P. 394,,
1931,1983,Oct 7th 1864 [?],1864-10-07,MS UCLA: collection 100: box 95,,"[[footnote:1]]Susanna Warren published, as ‘S.W.’, <i>A Manual of the Litany</i> (London: Mozley 1865), <i>A Manual of the Te Deum</i> (London: Mozley 1865) and <i>A Manual of the Office for Public Baptism of Infants, the Office for Private Baptism of Children, and the Order of Confirmation. For the use of Candidates for the examination for the Bishop of Exeter’s Prayer-Book Prizes</i> (London, Derby, Mozley 1866).   These books do not seem to have been published any earlier (the first was commended in \'Hints on Reading\' in <i>MP</i> September 1865), and it may be that this letter in fact dates from later in the 1860s."
1932,1984,Oct 19th [1864],1864-10-19,MS British Library Add MSS 54920: 47-48 ,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]Katie Johns, who was related to the novelist Annie Keary (1825-1879).
"
1933,1985,Oct 24th 1864,1864-10-24,MS British Library Add MSS 54920: 49-51,"Elderfield, Otterbourne, Winchester.",
1934,1986,Oct 28th 1864,1864-10-28,"MS Bodleian Library, Oxford: MS English Letters: e 86. ","Elderfield, Otterbourne, Winchester.","[[footnote:1]]One of the arithmetic questions over which they were cooperating. See the letters to Moor dated June and 23 November 1864.
"
1935,1987,Oct. 28 1864,1864-10-28,Copy outletter book British Library Add MSS. 55383 (2): P. 514,,
1936,1988,Oct 29th [1864],1864-10-29,MS UCLA: collection 100: box 95,"Elderfield, Otterbourne, Winchester.",
1937,1989,Oct 31st 1864,1864-10-31,MS University of Delaware F295 ,"Elderfield, Otterbourne, Winchester. ",
1938,1990,Novr 4th 1864,1864-11-04,"MS Princeton University, Parrish CollectionC0171: Box 29: Author Files Wood-Yonge: ",,
1939,1991,Novr 8th 1864,1864-11-08,"MS Westcountry Studies Library, Exeter/ Yonge 1864/ 7[[footnote:1]]","Elderfield, Otterbourne, Winchester.","[[footnote:1]]Envelope addressed to Miss Smith/ 8 Wellington Road/ Charlton/ SE postmarked Winchester 8 November 1864 and London SE 9 November 1864.

[[footnote:2]]The Rev. [[person:297]Richard Carter Smith] died on 1 October 1864.  CMY\'s father [[person:1631]WCY] had died in 1853."
1940,1992,Novr 10th 1864,1864-11-10,"MS Bodleian Library, Oxford: MS Eng. Lett d.418.ff 154-155","Elderfield, Otterbourne, Winchester.","[[footnote:1]]CMY and her mother were planning to stay with the Warden at New College. (See letter to Macmillan dated 11 November 1864). She was looking for background material for <i>[[cmybook:62]The Dove in the Eagle’s Nest]</i> which she had just begun to write. 
"
1941,1993,Novr 11th [1864],1864-11-11,MS British Library Add MSS 54920: 52-53 ,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]Penny Readings were a form of village entertainment where poems and passages from prose works both fiction and non-fiction were read aloud, as dramatically and entertainingly as possible, to an audience who paid a penny to attend. CMY had a section about the choice of readings in her booklet <i>[[cmybook:196]What Books to Lend and What to Give]</i> (1887).
"
3490,3542,Novr 20th.[1864],1864-11-20,MS UCLA: collection 100: box 95,"“Monthly Packet,” 6, Paternoster Row, London, E.C.","[[footnote:1]]<i>MP</i> (January 1865) \'Notices to Correspondents\' noted \'A Subscriber may be glad to know that funds are being raised to establish a training ship in the Mersey for good destitute boys, on a similar plan to the Akbar Reformatory Ship.  Treasurer, John Clint Esq., Liverpool.’  George H. Chambers was chairman of the committee of the training ship Worcester (<i>The Times</i> 29 September 1874).

<br/>"
1942,1994,Novr 21st 1864,1864-11-21,MS British Library Add MSS 54920: 54-55 ,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]]No book that fits this description appeared until the 1880s when CMY published <i>Aunt Charlotte\'s Evenings at Home with the Poets: A collection of poems for the Young, with conversations</i> (1881) and <i>Historical Ballads: Arranged to meet the New Code of 1882, Schedule II, English (in three parts</i>) (1882).

[[footnote:2]]Macmillan’s[[person:940] wife] and[[person:941] sister-in-law].
"
1943,1995,Novr 22d 1864,1864-11-22,MS British Library Add MSS 54920: ,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]The letter is endorsed ‘sent Nov 24’.
"
1944,1996,Novr 23d [1864],1864-11-23,"MS Bodleian Library, Oxford: MS English Letters: e 86. ","Elderfield, Otterbourne, Winchester.","[[footnote:1]]One of the arithmetic questions over which they were cooperating. See letters to Moor dated June and 10 October 1864. The reference to \'young ladies\' makes it sound as if it was aimed at the [[other:104]Gosling Society].
"
3475,3527,Novr 24th [1864[[footnote:2]]],1864-11-24,"MS Princeton University, Parrish Collection[[footnote:1]]",,"[[footnote:1]]Sewn onto a piece of paper with address “Miss Nutis[?] Popham/Chilton Rectory/Hungerford, suggesting that the autograph was collected by one of the daughters of the Rev. John Leyborne-Popham (1811-1872), Rector of Chilton Foliat.

[[footnote:2]]Dated on the assumption that it is addressed to the recently widowed Hannah Yonge.

[[footnote:3]]The internal evidence suggests that the letter is addressed to Hannah (Rogers) Carey, daughter of W. Rogers, who married (1860) James Arthur Yonge (1822-1864), third son of CMY’s Eton uncle, and, secondly (1874) Charles Egerton Carey.  Stoke Lodge was their home, and seems to have been afterwards occupied by his youngest brother George Edward Yonge (1824-1904).  James Yonge died before 16 September 1864.

[[footnote:4]] Notices to Correspondents, <i>MP</i> (June 1865), 684, stated:  \'There is a depot at 32 Southampton Street, where half-worn garments for the use of indigent clerical families are received and distributed according to need.\'"
1945,1997,Novr 29th [1864],1864-11-29,MS British Library Add MSS 54920: 59 ,Elderfield,
1946,1998,Decr 7th [1864],1864-12-07,MS British Library Add MSS 54920: 60 ,"Elderfield, Otterbourne, Winchester.",
1870,1922,Decr 12th [1864],1864-12-12,"MS Princeton University, Parrish Collection, CO171: Box 29","Elderfield, Otterbourne, Winchester.","[[footnote:1]]Gatty\'s sister [[person:471]Horatia Elder] had contributed [[otherbook:434]\'Sonnets from the Collects]\' to <i>[[other:52]MP]</i>.

[[footnote:2]]Margaret Gatty, <i>The History of a Bit of Bread</i> (1864), a translation of Jean Macé, <i>Histoire d’une bouchée de pain : lettres à une petite fille sur la vie de l’homme et des animaux</i> (1861). According to her biographer Gatty had completed the \'heavy work\' on the translation by May 1864.

<br/>"
1947,1999,Decr 23d [1864],1864-12-23,MS British Library Add MSS 54920: 61-62 ,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]Gustav Freytag (1816-1895), a German novelist, journalist, playwright, and cultural historian who wrote a five-volume social history of Germany, and a six-volume series of historical novels.

[[footnote:2]]The implication may be that CMY corresponded with Freytag, or the letter may have been written to a third party.
"
1948,2000,Decr 30th [1864?][[footnote:1]],1864-12-30,"MS Westcountry Studies Library, Exeter/ Yonge 1864/ 8","Elderfield, Otterbourne, Winchester.","[[footnote:1]]Although this letter dates from after the move to Elderfield in 1863, the benefaction referred to is evidently the same as that discussed in the letter of 18 March 1861.  1863 may also be a possible date."
2041,2093,[1865/6],1865-00-00,"MS location unknown. This fragment printed in Mary J. Y. Harris, 1903. <i>[[otherbook:318]Memoirs of Frances Mary Peard]</i>, pp. 51-52. ",,
1949,2001,[1865?] ,1865-00-00,"MS location unknown. This fragment printed in Romanes, <i>[[otherbook:241]Appreciation]</i> p. 181	",,"[[footnote:1]]CMY contributed an unsigned [[cmybook:50]article] on Eugénie de Guérin to the <i>Christian Remembrancer</i> in 1864.  <i>[[otherbook:378]Lettres d’Eugénie de Guérin]</i> (Paris, Didier 1865) was also reviewed in the <i>MP</i> 29 (March 1865) 297 as ‘Additional Letters of Eugenie de Guerin’.
"
1972,2024,[1865],1865-00-00,"MS location unknown. Printed in Romanes, <i>[[otherbook:241]Appreciation]</i> p. 93",,"[[footnote:1]]The explorer and missionary Dr. David Livingstone (1813-1873) was a Congregationalist, which would account for CMY’s regret.  She and her mother had no doubt been reading his <i>[[otherbook:395]Narrative of an expedition to the Zambesi and its tributaries and of the discovery of the lakes Shirwa and Nyassa, 1858-1864]</i> (1865). 

<br/>"
3522,3574,[1865],1865-00-00,MS fragment Charlotte Mitchell/13,,"[[footnote:1]]The Rev. Joseph Hemington Harris (1799/1800-1881), Vicar of Tor Mohun, Torquay, was married to Jane Yonge, sister of the Rev. John Yonge of Puslinch.  His son the Rev. George Collyer Harris (1833-1874) married Percy Primrose in London in 1865 (June 1865).

<br/>"
2042,2094,[About 1865],1865-00-00,MS location unknown. Printed in Romanes <i>[[otherbook:241]Appreciation]</i> 183-4,,"[[footnote:1]]Francis Turner Palgrave (1824-1897), critic and anthologist, was probably collecting material for his <i>[[otherbook:440]The Poetical Works of Sir Walter Scott, with a Biographical and Critical Memoir]</i> (1866).  The \'number\' sent him by CMY was no doubt their copy of the 1838 volume of the <i>British Critic</i> containing John Keble’s review of J.G. Lockhart’s <i>Life of Scott</i>. The article, reprinted in Keble’s <i>[[otherbook:441]Occasional Papers and Reviews]</i> (1877), discusses the influence of Scott’s work on the Tractarian movement. This point had recently been raised in J. H. Newman’s <i>[[otherbook:444]Apologia pro Vita Sua]</i> (1864).

[[footnote:2]] ‘Never let me hear that brave blood has been shed in vain. It sends a roaring voice down through all time.’  CMY was fond of this sentiment, and quoted it in <i>[[cmybook:24]The Daisy Chain]</i>.

[[footnote:3]]Harriett Elizabeth (Newman) Mozley (1803-1852) was the sister of J. H. Newman. Although she had died in 1852, her husband and daughter, her three brothers and one sister, and that sister’s six children were still alive in 1866, as were eight of her husband Thomas Mozley’s brothers and sisters.
"
3635,19354,[?1865],1865-01-01,"This fragment printed in Mary J. Harris, 1903. [[otherbook:318]<i>Memoir of Frances Mary Peard</i>],",,"[[footnote:1]] Croquet is believed to have been introduced into England in 1856. It was played by adults and children of both sexes on the lawns of private houses. It figures in the plot of Yonge\'s [[cmybook:58]<i>The Clever Woman of the Family</i>], and may have provoked comments from FMP to which this is a response."
3553,3605,[after 1865],1865-01-01,"MS Humanities Research Center, University of Texas, Austin, Charlotte M. Yonge collection",,"[[footnote:1]]Mr Clare is a character in CMY\'s [[cmybook:58]<i>The Clever Woman of the Family</i>] (1865).

<br/>"
1950,2002,Jan 17 1865,1865-01-17,Copy outletter book British Library Add MSS. 55384 (1):  p. 1,,"[[footnote:1]]It seems that CMY had suggested to the [[person:1073]Henrietta Murray], the editor of <i>Events of the Month</i> that Macmillan might take it over from the Mozleys who published the last number in January 1865..

<br/>"
3605,9411,Jany 17th 1865,1865-01-17,"MS Houghton Library, Harvard University,  Eng 1635 (20)","Elderfield, Otterbourne, Winchester. ","[[footnote:1]]The cataloguer has assumed that this is the addressee, and described it as a letter to a \'Miss Moseley\', but the word seems clearly to be \'Messrs\'.  The author was the sister of [[person:549]Margaret Gatty] to whom there is another letter referring to these sonnets, and also talking about where they should be sent to."
3590,8014,Jany 21st [1865],1865-01-21,MS Dr Susan Walton,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]The article on the cyclone at Masulipatam is described in letters from the assistant collector there, Francis Brandt.  This letter is evidently to one of his three sisters, and has arbitrarily been assigned to the eldest, though it may equally have been addressed to [[person:1897]Emily Charlotte Brandt] or [[person:1899]Margaret Adelaide Brandt] (it seems odd but he did have two sisters whose first name was Margaret).  The \'butter\' was the official commendation of Brandt\'s conduct."
1951,2003,Jany 23d 1865,1865-01-23,MS Mrs Clare Roels,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]‘[[otherbook:365]The Eagle of one house is the Goose of Another\']. She had evidently contributed to <i>MP</i>, and the \'golden egg\' enclosed with the letter was a cheque to Coleridge for £5 which was cashed on 17 February. The story had appeared in December 1864 and was later reprinted in Coleridge\'s <i>[[otherbook:437]The Face of Carlyon and Other Stories]</i> (1875).

[[footnote:2]]The gosling, Elizabeth Catherine Yonge (1847/8-1905). In fact she called herself Cricket. Census returns suggest that she was born in 1847/8 so she may have been older than CMY thought.
"
1952,2004,Jany 25th 1865,1865-01-25,"MS Princeton University, Parrish Collection C0171: Box 29","Elderfield, Otterbourne, Winchester.","[[footnote:1]]\'Home life in a Confederate state\', appeared in <i>MP</i> (November 1864-December 1865).  By 1866 the writer was back in England, had found out that her letters had been published in the <i>MP</i> and consented to more information appearing as \'Extracts from the journal of a refugee in Georgia\' (August 1866-May 1867\').

[[footnote:2]]Possibly the plan for editing a selection of historical readings, ultimately published as <i>Historical Selections</i> (see letter to Macmillan dated 9 June 1865).

[[footnote:3]]Ann Biscoe (Tyndale) Dallas (d. 1877), wife of the Rev. Alexander Robert Charles Dallas (1791-1869), Rector of Wonston, near Winchester, a prominent opponent of Tractarianism and moving spirit in the Irish Church Mission to Roman Catholics, which tried to encourage conversions in Ireland.  
"
1953,2005,Febry 3d [1865],1865-02-03,"Princeton University, Parrish Collection C0171: Box 29",Elderfield,"[[footnote:1]]Cricket was CMY\'s cousin Elizabeth Yonge, who was to be introduced to the Johns daughter Katie who was also a member of the [[other:104]Gosling Society].  The accompanying sister was probably either [[person:1628]Mary] or [[person:1588]Charlotte Yonge]."
1954,2006,Febry 7th 1865,1865-02-07,MS British Library Add MSS 54920: 63-64 ,"Elderfield, Otterbourne, Winchester.",
1955,2007,Feb 8 1865,1865-02-08,Copy outletter book British Library Add MSS. 55384 (1): P. 112,,"[[footnote:1]]Macmillan’s proposal for a [[other:145]Sunday Library] with CMY as editor. The rocky history of the scheme unfolds in later letters.

[[footnote:3]]George Frederick Maclear, <i>[[otherbook:386]A History of Christian Missions During the Middle Ages]</i> (Cambridge: Macmillan 1863) and <i>[[otherbook:387]A Class Book of Old Testament History]</i> (Cambridge: Macmillan 1865), the latter of which was probably the \'little School Book\'."
1956,2008,Febry 10th 1865,1865-02-10,MS British Library Add MSS 54920: 65-68 ,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]This begins the long troubled negotiation over the editorship of the proposed Sunday Library.  See Ellen Jordan, ‘“I am too high church and too narrow”; Charlotte Yonge, Macmillan and the Sunday Library.’ <i>Charlotte M Yonge Fellowship Journal</i>. 6 (2003): 12-25.

[[footnote:2]]<i>Events of the Month</i> edited by Henrietta Murray, was a children\'s newspaper published by Mozley which had ceased publication in January 1865. 
"
1957,2009,Febry 14 [1865],1865-02-14,MS University of Delaware,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]This letter begins the discussion of the kind of art training most suitable for Mrs Johns’s daughter [[person:887]Ann Catherine Johns], known as Katie, and a member of the [[other:104]Gosling Society] as Kittiwake.  She is described by Julia Courtney, in her [[otherbook:190]article] on the <i>Barnacle</i>, as \'the most talented\' of its artists. During this discussion CMY emerges as heavily on the side of \'safety\'.  As it happened, Katie Johns later married, separated from her clergyman husband, quarrelled with her mother and became a theosophist.  Possibly CMY\'s caution at this point was prompted by symptoms of rebelliousness already apparent in Katie.  Ruskin had presumably been offered her drawings of Griselda to inspect.  Perhaps they were illustrations of Chaucer\'s \'Clerk\'s Tale\', which would be ironic in the light of later events?
"
1958,2010,March 6 1865,1865-03-06,Copy outletter book British Library Add MSS. 55384 (1):  P. 220,,"[[footnote:1]]This is Macmillan’s initial proposal for a book to be called \'Bethlehem\' to be written by CMY, that apparently never came to fruition, though their letters give a detailed account of its progress.  The quotation is a paraphrase of Psalm 131:2: \'Surely I have behaved and quieted myself, as a child that is weaned of his mother: my soul is even as a weaned child.\'
"
1959,2011,March 10th 1865,1865-03-10,MS University of Delaware,"Elderfield, Otterbourne, Winchester.",[[footnote:1]]The marriage between John Ruskin (1819-1900) and Euphemia Chalmers Gray (1828-1897) was annulled on the grounds of non-consummation in 1854; she married the painter John Everett Millais (1829-1896) the following year.
1960,2012,March 23d 1865,1865-03-23,MS British Library Add MSS 54920: 69-70 ,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]Probably the Rev. [[person:1439]Charles John Vaughan] (1816-1897), vicar of Doncaster and former headmaster of Harrow School, and his wife Catherine Maria (Stanley) Vaughan (1821-1899). Mrs Vaughan edited <i>An Advanced Reading Book for Girls</i> (1866).

<br/>"
1961,2013,March 24. 1865,1865-03-24,Copy outletter book British Library Add MSS. 55384 (1): P. 291,,"[[footnote:1]]In <i>The Clever Woman of the Family</i> there is a housekeeper who speaks broad Scottish.
"
1962,2014,March 25th 1865,1865-03-25,MS British Library Add MSS 54920: 71-72 ,"Elderfield, Otterbourne, Winchester.","[[footnote:1]]In fact the letter was from James Sutcliffe, principal of the Hindu College, Calcutta.

[[footnote:2]]In <i>The Clever Woman of the Family</i>. The “friend” was probably [[person:930]Anne Mackenzie], (1813-1877), with whom CMY had stayed in Edinburgh in July 1862.

[[footnote:2]] <i>Macmillan\'s Magazine</i> I (1860) 199-203 had carried an obituary by John Cairns of the chemist, museum director and popular science writer George Wilson (1818-1859)."
1963,2015,March 28. 1865,1865-03-28,Copy outletter book British Library Add MSS. 55384 (1): P.310,,"[[footnote:1]]In fact the letter was from James Sutcliffe, principal of the Hindu College, Calcutta."
1964,2016,March 30. 1865,1865-03-30,Copy outletter book British Library Add MSS. 55384 (1):  P. 319,,"[[footnote:1]]CMY had misread Sutcliffe\'s name as Ratcliffe because of his poor handwriting.

[[footnote:2]]It seems that Macmillan’s sister-in-law, Frances Eliza Macmillan, was going to take a hand in the editing of \'Bethlehem\'. She had suggested the Golden Deeds project, and perhaps \'Bethlehem\' was also her idea.

<br/>"
1986,2038,[9 April 1865],1865-04-09,"MS Harry Ransom Humanities Research Center, University of Texas, Austin.",,
1965,2017,April 20th [1865],1865-04-20,MS British Library Add MSS 54920: 73-74,"Elderfield, Otterbourne, Winchester.",
1966,2018,April 24. 1865,1865-04-24,Copy outletter book British Library Add MSS. 55384 (1): P. 397,,
1967,2019,April 25th 1865,1865-04-25,MS British Library Add MSS 54920: 75-76 ,"Elderfield, Otterbourne, Winchester.",
1968,2020,April 26. 1865,1865-04-26,Copy outletter book British Library Add MSS. 55384 (1): P. 409,,
1969,2021,April 26th 1865,1865-04-26,MS British Library Add MSS 54920: 77 ,"Elderfield, Otterbourne, Winchester.",[[footnote:1]]A [[other:160]cheque] for £200.
1970,2022,April 28.1865,1865-04-28,Copy outletter book British Library Add MSS. 55384 (1): P. 419,,
1971,2023,April 29th [1865],1865-04-29,MS Charlotte Mitchell/Cobweb-6[[footnote:1]],Elderfield,"[[footnote:1]]Cream envelope 68mm x 122mm with stamped mark Parkins & Gotto, Makers 24 & 25, Oxford Street and remains of flower embossed wafer, addressed to Miss Helmore/ 6 Cheyne Walk/ Chelsea/ SW, and postmarked Winchester 29 April 1865 and London 1 May 1865.

<br/>"
1974,2026,May 4th 1865,1865-05-04,MS British Library Add MSS 54920: 78-79 ,"Elderfield, Otterbourne, Winchester.",
1975,2027,May 5. 1865,1865-05-05,Copy outletter book British Library Add MSS. 55384 (1): P.440,,
1976,2028,May 6th 1865,1865-05-06,MS British Library,"Elderfield, Otterbourne, Winchester",
1977,2029,May 8. 1865,1865-05-08,Copy outletter book British Library Add MSS. 55384 (1): P. 450,,
1978,2030,May 9th [1865],1865-05-09,MS British Library Add MSS 54920: 82-85 ,Elderfield,
1980,2032,May 10. 1865.,1865-05-10,Copy outletter book British Library Add MSS. 55384 (1): P. 463,,"[[footnote:1]]Arthur Penrhyn Stanley (1815-1881), Dean of Westminster, published many volumes of sermons. His <i>Sermons preached before the Prince of Wales during his tour in the East in 1862, with notices of some of the localities visited</i>  (London : Murray 1863) is probably the one referred to here.

<br/>[[footnote:2]]Publishers of CMY’s works in America.

<br/>[[footnote:3]]<i>Ravenshoe</i> (1862) and <i>Austin Elliot</i> (1863).

<br/>"
